MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
57,Historic Catch for Mexico (DF),Mexico (DF); Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Mexico(DF),Freshwater/Terrestrial,Freshwater/Terrestrial,Mexico(DF),2004,2013,10,Weight,Year,State,Mexico (DF): Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
58,Historic Catch for Michoacan,Michoacan; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Michoacan,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,Michoacan: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
59,Historic Catch for Morelos,Morelos; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Morelos,Freshwater/Terrestrial,Freshwater/Terrestrial,Morelos,2004,2013,10,Weight,Year,State,Morelos: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
60,Historic Catch for nayarit,nayarit; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Nayarit,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
61,Historic Catch for Nuevo Leon,Nuevo Leon; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Nuevo Leon,Freshwater/Terrestrial,Freshwater/Terrestrial,Nuevo Leon,2004,2013,10,Weight,Year,State,Nuevo Leon: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
62,Historic Catch for Oaxaca,Oaxaca; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Oaxaca,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
63,Historic Catch for Puebla,Puebla; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Puebla,Freshwater/Terrestrial,Freshwater/Terrestrial,Puebla,2004,2013,10,Weight,Year,State,Puebla: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
64,Historic Catch for Queretaro,Queretaro; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Queretaro,Freshwater/Terrestrial,Freshwater/Terrestrial,Queretaro,2004,2013,10,Weight,Year,State,Queretaro: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
65,Historic Catch for Quintana Roo,Quintana Roo; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Quintana Roo,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Weight,Year,State,Quintana Roo: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
66,Historic Catch for San Luis Potosi,San Luis Potosi; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,San Luis Potosi,Freshwater/Terrestrial,Freshwater/Terrestrial,San Luis Potosi,2004,2013,10,Weight,Year,State,San Luis Potosi: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
67,Historic Catch for Sinaloa,Sinaloa; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Sinaloa,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
68,Historic Catch for Sonora,Sonora; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Sonora,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
69,Historic Catch for Tabasco,Tabasco; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tabasco,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
70,Historic Catch for Tamaulipas,Tamaulipas; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tamaulipas,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Tamaulipas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
71,Historic Catch for Tlaxcala,Tlaxcala; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tlaxcala,Freshwater/Terrestrial,Freshwater/Terrestrial,Tlaxcala,2004,2013,10,Weight,Year,State,Tlaxcala: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
72,Historic Catch for Veracruz,Veracruz; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Veracruz,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
73,Historic Catch for Yucatan,Yucatan; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Yucatan Peninsula,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2004,2013,10,Weight,Year,State,Yucatan: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
74,Historic Catch for Zacatecas,Zacatecas; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Zacatecas,Freshwater/Terrestrial,Freshwater/Terrestrial,Zacatecas,2004,2013,10,Weight,Year,State,Zacatecas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
75,Historic Catch of Abulon for Baja California Sur,Abulon; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Abulon,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
76,Historic Catch of Abulon for Baja California,Abulon; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Abulon,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
77,Historic Catch of Almeja for Baja California Sur,Almeja; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Almeja; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
78,Historic Catch of Almeja for Baja California,Almeja; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Almeja; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
79,Historic Catch of Almeja for Veracruz,Almeja; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Almeja; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
80,Historic Catch of Almeja for Sinaloa,Almeja; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Almeja; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
81,Historic Catch of Almeja for Sonora,Almeja; Captura; Sonora ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Almeja; Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
82,Historic Catch of Almeja for nayarit,Almeja; Captura; nayarit ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,Almeja; nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
83,Historic Catch of Almeja for Guerrero,Almeja; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Almeja; Guerrero: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
84,Historic Catch of Almeja for Oaxaca,Almeja; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Oaxaca,2004,2013,10,Weight,Year,State,Almeja; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
85,Historic Catch of Almeja for Tabasco,Almeja; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Almeja; Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
86,Historic Catch of Almeja for Tamaulipas,Almeja; Captura; Tamaulipas,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,Region,Almeja; Otras: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
87,Historic Catch of Almeja for Michoacan,Almeja; Captura; Michoacan; Tamaulipas,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,Region,Almeja; Otras: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
88,Historic Catch of Tunidos for Tabasco,Tunidos; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Tunidos; Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
89,Historic Catch of Tunidos for Sinaloa,Tunidos; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
90,Historic Catch of Tunidos for Colima,Tunidos; Captura; Colima ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,South Pacific,Colima,2004,2013,10,Weight,Year,State,Tunidos; Colima: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
91,Historic Catch of Tunidos for Chiapas,Tunidos; Captura; Chiapas ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Chiapas,2004,2013,10,Weight,Year,State,Tunidos; Chiapas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
92,Historic Catch of Tunidos for Baja California,Tunidos; Captura; BC ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Tunidos; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
93,Historic Catch of Tunidos for Baja California Sur,Tunidos; Captura; BCS ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Tunidos; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
94,Historic Catch of Tunidos for Veracruz,Tunidos; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Tunidos; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
95,Historic Catch of Tunidos for Oaxaca,Tunidos; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Oaxaca,2004,2013,10,Weight,Year,State,Tunidos; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
96,Historic Catch of Tunidos for Jalisco,Tunidos; Captura; Jalisco ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,Tunidos; Jalisco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,1,NA,NA,NA
97,Historic Catch of Tunidos for Others,Tunidos; Captura; Campeche; Guerrero; Michoacan; Nayarit; Quintana Roo; Sonora; Tamaulipas; Yucatan,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,NA,NA,Multiple States,2004,2013,10,Weight,Year,State,Tunidos; Otras Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,8,NA,NA,NA
98,Historic Catch of Calamar for Baja California,Calamar; Captura; BC ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,NA,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Calamar; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,Pacific,NA,NA,NA
99,Historic Catch of Calamar for Baja California Sur,Calamar; Captura; BCS ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,NA,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Calamar; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,Pacific,NA,NA,NA
100,Historic Catch of Calamar for Sinaloa,Calamar; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,NA,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Calamar; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,Pacific,NA,NA,NA
